GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,TRUSTA,RES_ONLYA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RNHE001,RR7E001,NAME_M,RNHM001,RR7M001
"G2800430","2005-2009",,,"Mississippi","28","Grenada County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"Grenada County, Mississippi",31909,81700,"Grenada County, Mississippi",4187,3897
"G2800450","2005-2009",,,"Mississippi","28","Hancock County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Mississippi",44025,149900,"Hancock County, Mississippi",1654,7230
"G2800470","2005-2009",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Mississippi",44570,133400,"Harrison County, Mississippi",1240,2746
"G2800490","2005-2009",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Hinds County, Mississippi",38541,102200,"Hinds County, Mississippi",943,2486
"G2800510","2005-2009",,,"Mississippi","28","Holmes County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Holmes County, Mississippi",21821,48000,"Holmes County, Mississippi",1733,3389
"G2800530","2005-2009",,,"Mississippi","28","Humphreys County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Humphreys County, Mississippi",22259,64300,"Humphreys County, Mississippi",3045,5027
"G2800550","2005-2009",,,"Mississippi","28","Issaquena County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"Issaquena County, Mississippi",20250,60300,"Issaquena County, Mississippi",3947,9970
"G2800570","2005-2009",,,"Mississippi","28","Itawamba County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Itawamba County, Mississippi",37660,76100,"Itawamba County, Mississippi",2607,3981
"G2800590","2005-2009",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Mississippi",47767,120500,"Jackson County, Mississippi",2086,4248
"G2800610","2005-2009",,,"Mississippi","28","Jasper County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Mississippi",29628,63200,"Jasper County, Mississippi",2441,7883
"G2800630","2005-2009",,,"Mississippi","28","Jefferson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Mississippi",21964,67100,"Jefferson County, Mississippi",4592,13084
"G2800650","2005-2009",,,"Mississippi","28","Jefferson Davis County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson Davis County, Mississippi",24679,63900,"Jefferson Davis County, Mississippi",2762,9729
"G2800670","2005-2009",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Mississippi",34269,75400,"Jones County, Mississippi",1666,3751
"G2800690","2005-2009",,,"Mississippi","28","Kemper County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Kemper County, Mississippi",29833,61600,"Kemper County, Mississippi",6722,3502
"G2800710","2005-2009",,,"Mississippi","28","Lafayette County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Mississippi",40202,143400,"Lafayette County, Mississippi",2915,8136
"G2800730","2005-2009",,,"Mississippi","28","Lamar County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Mississippi",48328,148100,"Lamar County, Mississippi",2342,6672
"G2800750","2005-2009",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Lauderdale County, Mississippi",33354,79800,"Lauderdale County, Mississippi",1934,2477
"G2800770","2005-2009",,,"Mississippi","28","Lawrence County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Mississippi",34643,68200,"Lawrence County, Mississippi",4092,5543
"G2800790","2005-2009",,,"Mississippi","28","Leake County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Leake County, Mississippi",32396,67200,"Leake County, Mississippi",2426,5885
"G2800810","2005-2009",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Mississippi",37894,105200,"Lee County, Mississippi",1239,4026
"G2800830","2005-2009",,,"Mississippi","28","Leflore County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Leflore County, Mississippi",20490,60700,"Leflore County, Mississippi",1716,3742
"G2800850","2005-2009",,,"Mississippi","28","Lincoln County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Mississippi",38276,77400,"Lincoln County, Mississippi",2757,4300
"G2800870","2005-2009",,,"Mississippi","28","Lowndes County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Lowndes County, Mississippi",37314,96300,"Lowndes County, Mississippi",2888,4128
"G2800890","2005-2009",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Mississippi",56938,171400,"Madison County, Mississippi",2293,4497
"G2800910","2005-2009",,,"Mississippi","28","Marion County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Mississippi",30699,76300,"Marion County, Mississippi",1945,5005
"G2800930","2005-2009",,,"Mississippi","28","Marshall County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Mississippi",31831,80300,"Marshall County, Mississippi",1819,3948
"G2800950","2005-2009",,,"Mississippi","28","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Mississippi",33116,76500,"Monroe County, Mississippi",2700,2780
"G2800970","2005-2009",,,"Mississippi","28","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Mississippi",29243,67200,"Montgomery County, Mississippi",3159,5304
"G2800990","2005-2009",,,"Mississippi","28","Neshoba County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Neshoba County, Mississippi",33445,70800,"Neshoba County, Mississippi",2435,5589
"G2801010","2005-2009",,,"Mississippi","28","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Mississippi",35527,69400,"Newton County, Mississippi",1956,4699
"G2801030","2005-2009",,,"Mississippi","28","Noxubee County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Noxubee County, Mississippi",22974,50700,"Noxubee County, Mississippi",2829,4825
"G2801050","2005-2009",,,"Mississippi","28","Oktibbeha County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Oktibbeha County, Mississippi",26449,109600,"Oktibbeha County, Mississippi",2338,6456
"G2801070","2005-2009",,,"Mississippi","28","Panola County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Panola County, Mississippi",35355,73300,"Panola County, Mississippi",1860,4172
"G2801090","2005-2009",,,"Mississippi","28","Pearl River County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Pearl River County, Mississippi",38458,116700,"Pearl River County, Mississippi",2779,4971
"G2801110","2005-2009",,,"Mississippi","28","Perry County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Mississippi",34423,70900,"Perry County, Mississippi",3839,10641
"G2801130","2005-2009",,,"Mississippi","28","Pike County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Mississippi",29981,83100,"Pike County, Mississippi",1579,3282
"G2801150","2005-2009",,,"Mississippi","28","Pontotoc County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Pontotoc County, Mississippi",38909,81300,"Pontotoc County, Mississippi",3629,5208
"G2801170","2005-2009",,,"Mississippi","28","Prentiss County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"Prentiss County, Mississippi",29250,67400,"Prentiss County, Mississippi",3223,5661
"G2801190","2005-2009",,,"Mississippi","28","Quitman County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"Quitman County, Mississippi",24491,44600,"Quitman County, Mississippi",1866,3893
"G2801210","2005-2009",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"Rankin County, Mississippi",53240,139000,"Rankin County, Mississippi",1296,2687
"G2801230","2005-2009",,,"Mississippi","28","Scott County","123",,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Mississippi",32114,61400,"Scott County, Mississippi",4230,3594
"G2801250","2005-2009",,,"Mississippi","28","Sharkey County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"Sharkey County, Mississippi",29495,68100,"Sharkey County, Mississippi",4729,9879
"G2801270","2005-2009",,,"Mississippi","28","Simpson County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"Simpson County, Mississippi",34187,72900,"Simpson County, Mississippi",2458,4738
"G2801290","2005-2009",,,"Mississippi","28","Smith County","129",,,,,,,,,,,,,,,,,,,,,,,,,,"Smith County, Mississippi",36762,74500,"Smith County, Mississippi",2914,8362
"G2801310","2005-2009",,,"Mississippi","28","Stone County","131",,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Mississippi",43524,96000,"Stone County, Mississippi",5893,10163
"G2801330","2005-2009",,,"Mississippi","28","Sunflower County","133",,,,,,,,,,,,,,,,,,,,,,,,,,"Sunflower County, Mississippi",24333,62600,"Sunflower County, Mississippi",2069,2591
"G2801350","2005-2009",,,"Mississippi","28","Tallahatchie County","135",,,,,,,,,,,,,,,,,,,,,,,,,,"Tallahatchie County, Mississippi",23557,45500,"Tallahatchie County, Mississippi",2179,4118
"G2801370","2005-2009",,,"Mississippi","28","Tate County","137",,,,,,,,,,,,,,,,,,,,,,,,,,"Tate County, Mississippi",38194,93400,"Tate County, Mississippi",2171,5736
"G2801390","2005-2009",,,"Mississippi","28","Tippah County","139",,,,,,,,,,,,,,,,,,,,,,,,,,"Tippah County, Mississippi",29872,65500,"Tippah County, Mississippi",3350,5204
"G2801410","2005-2009",,,"Mississippi","28","Tishomingo County","141",,,,,,,,,,,,,,,,,,,,,,,,,,"Tishomingo County, Mississippi",29740,71900,"Tishomingo County, Mississippi",2568,3426
"G2801430","2005-2009",,,"Mississippi","28","Tunica County","143",,,,,,,,,,,,,,,,,,,,,,,,,,"Tunica County, Mississippi",29420,74300,"Tunica County, Mississippi",2695,12821
"G2801450","2005-2009",,,"Mississippi","28","Union County","145",,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Mississippi",35955,79200,"Union County, Mississippi",2961,4542
"G2801470","2005-2009",,,"Mississippi","28","Walthall County","147",,,,,,,,,,,,,,,,,,,,,,,,,,"Walthall County, Mississippi",32475,78700,"Walthall County, Mississippi",2287,6590
"G2801490","2005-2009",,,"Mississippi","28","Warren County","149",,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Mississippi",38917,96900,"Warren County, Mississippi",2795,3008
"G2801510","2005-2009",,,"Mississippi","28","Washington County","151",,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Mississippi",27588,70500,"Washington County, Mississippi",1492,3489
"G2801530","2005-2009",,,"Mississippi","28","Wayne County","153",,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Mississippi",30375,55300,"Wayne County, Mississippi",3240,6434
"G2801550","2005-2009",,,"Mississippi","28","Webster County","155",,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Mississippi",31533,69700,"Webster County, Mississippi",4670,7344
"G2801570","2005-2009",,,"Mississippi","28","Wilkinson County","157",,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkinson County, Mississippi",25478,52900,"Wilkinson County, Mississippi",2304,5571
"G2801590","2005-2009",,,"Mississippi","28","Winston County","159",,,,,,,,,,,,,,,,,,,,,,,,,,"Winston County, Mississippi",30406,71700,"Winston County, Mississippi",2418,3326
"G2801610","2005-2009",,,"Mississippi","28","Yalobusha County","161",,,,,,,,,,,,,,,,,,,,,,,,,,"Yalobusha County, Mississippi",28578,64200,"Yalobusha County, Mississippi",3727,3666
"G2801630","2005-2009",,,"Mississippi","28","Yazoo County","163",,,,,,,,,,,,,,,,,,,,,,,,,,"Yazoo County, Mississippi",27404,70400,"Yazoo County, Mississippi",4059,6067
"G2900010","2005-2009",,,"Missouri","29","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Missouri",30000,97600,"Adair County, Missouri",1867,4543
"G2900030","2005-2009",,,"Missouri","29","Andrew County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Andrew County, Missouri",52330,124600,"Andrew County, Missouri",4005,7801
"G2900050","2005-2009",,,"Missouri","29","Atchison County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Atchison County, Missouri",39328,71000,"Atchison County, Missouri",4086,5416
"G2900070","2005-2009",,,"Missouri","29","Audrain County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Audrain County, Missouri",39028,82500,"Audrain County, Missouri",2060,3237
"G2900090","2005-2009",,,"Missouri","29","Barry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Barry County, Missouri",36411,101600,"Barry County, Missouri",1904,5454
"G2900110","2005-2009",,,"Missouri","29","Barton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Barton County, Missouri",41124,84600,"Barton County, Missouri",4266,6431
"G2900130","2005-2009",,,"Missouri","29","Bates County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Bates County, Missouri",39071,99700,"Bates County, Missouri",2079,5880
"G2900150","2005-2009",,,"Missouri","29","Benton County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Missouri",34038,102000,"Benton County, Missouri",2595,6516
"G2900170","2005-2009",,,"Missouri","29","Bollinger County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Bollinger County, Missouri",34878,91700,"Bollinger County, Missouri",2888,5795
"G2900190","2005-2009",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Missouri",44787,148700,"Boone County, Missouri",1199,2881
"G2900210","2005-2009",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Buchanan County, Missouri",41366,104700,"Buchanan County, Missouri",1189,2845
"G2900230","2005-2009",,,"Missouri","29","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Missouri",33074,84200,"Butler County, Missouri",1995,3967
"G2900250","2005-2009",,,"Missouri","29","Caldwell County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, Missouri",37792,98300,"Caldwell County, Missouri",2919,9236
"G2900270","2005-2009",,,"Missouri","29","Callaway County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Callaway County, Missouri",49425,116500,"Callaway County, Missouri",2945,4073
"G2900290","2005-2009",,,"Missouri","29","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, Missouri",43127,177500,"Camden County, Missouri",1935,9288
"G2900310","2005-2009",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Cape Girardeau County, Missouri",43639,130000,"Cape Girardeau County, Missouri",1120,3775
"G2900330","2005-2009",,,"Missouri","29","Carroll County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Missouri",38360,67500,"Carroll County, Missouri",3853,4196
"G2900350","2005-2009",,,"Missouri","29","Carter County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Missouri",24502,78800,"Carter County, Missouri",3711,8784
"G2900370","2005-2009",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Missouri",60628,151400,"Cass County, Missouri",1503,2461
"G2900390","2005-2009",,,"Missouri","29","Cedar County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Missouri",33503,95500,"Cedar County, Missouri",3862,7874
"G2900410","2005-2009",,,"Missouri","29","Chariton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"Chariton County, Missouri",41233,75900,"Chariton County, Missouri",4061,4094
"G2900430","2005-2009",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Missouri",50830,144000,"Christian County, Missouri",2021,2625
"G2900450","2005-2009",,,"Missouri","29","Clark County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Missouri",39936,70600,"Clark County, Missouri",3841,4948
"G2900470","2005-2009",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Missouri",57797,152100,"Clay County, Missouri",1143,1661
"G2900490","2005-2009",,,"Missouri","29","Clinton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Missouri",50761,145100,"Clinton County, Missouri",2166,6154
"G2900510","2005-2009",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Cole County, Missouri",52385,130700,"Cole County, Missouri",1977,3582
"G2900530","2005-2009",,,"Missouri","29","Cooper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Cooper County, Missouri",41576,109400,"Cooper County, Missouri",3365,7369
"G2900550","2005-2009",,,"Missouri","29","Crawford County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Missouri",34813,97700,"Crawford County, Missouri",2090,5534
"G2900570","2005-2009",,,"Missouri","29","Dade County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Dade County, Missouri",32636,75200,"Dade County, Missouri",1774,3423
"G2900590","2005-2009",,,"Missouri","29","Dallas County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Missouri",34367,91600,"Dallas County, Missouri",3003,7784
"G2900610","2005-2009",,,"Missouri","29","Daviess County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Daviess County, Missouri",38640,87500,"Daviess County, Missouri",2320,4650
"G2900630","2005-2009",,,"Missouri","29","DeKalb County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Missouri",43302,115600,"DeKalb County, Missouri",3190,16896
"G2900650","2005-2009",,,"Missouri","29","Dent County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Dent County, Missouri",34292,81500,"Dent County, Missouri",2286,4372
"G2900670","2005-2009",,,"Missouri","29","Douglas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Missouri",30675,88000,"Douglas County, Missouri",2966,4475
"G2900690","2005-2009",,,"Missouri","29","Dunklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Dunklin County, Missouri",29124,66300,"Dunklin County, Missouri",1775,3101
"G2900710","2005-2009",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Missouri",49860,143100,"Franklin County, Missouri",1184,3339
"G2900730","2005-2009",,,"Missouri","29","Gasconade County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Gasconade County, Missouri",40196,106800,"Gasconade County, Missouri",2099,7156
"G2900750","2005-2009",,,"Missouri","29","Gentry County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Gentry County, Missouri",35539,78400,"Gentry County, Missouri",1949,5412
"G2900770","2005-2009",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Missouri",40271,122600,"Greene County, Missouri",822,1457
"G2900790","2005-2009",,,"Missouri","29","Grundy County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Missouri",35032,68900,"Grundy County, Missouri",1679,4895
"G2900810","2005-2009",,,"Missouri","29","Harrison County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Missouri",33598,76000,"Harrison County, Missouri",3817,6609
"G2900830","2005-2009",,,"Missouri","29","Henry County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Missouri",36250,99500,"Henry County, Missouri",3117,4353
"G2900850","2005-2009",,,"Missouri","29","Hickory County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Hickory County, Missouri",28685,83900,"Hickory County, Missouri",2995,6520
"G2900870","2005-2009",,,"Missouri","29","Holt County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Holt County, Missouri",39019,74800,"Holt County, Missouri",2136,3754
"G2900890","2005-2009",,,"Missouri","29","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Missouri",39870,92300,"Howard County, Missouri",3134,5965
"G2900910","2005-2009",,,"Missouri","29","Howell County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Howell County, Missouri",32145,88700,"Howell County, Missouri",1836,3705
"G2900930","2005-2009",,,"Missouri","29","Iron County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Iron County, Missouri",29904,77700,"Iron County, Missouri",2802,3362
"G2900950","2005-2009",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Missouri",46516,127700,"Jackson County, Missouri",588,1110
"G2900970","2005-2009",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Missouri",37294,90500,"Jasper County, Missouri",1093,2074
"G2900990","2005-2009",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Missouri",56815,150900,"Jefferson County, Missouri",996,1813
"G2901010","2005-2009",,,"Missouri","29","Johnson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Missouri",43656,129200,"Johnson County, Missouri",2249,4445
"G2901030","2005-2009",,,"Missouri","29","Knox County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Missouri",33681,60000,"Knox County, Missouri",2236,8849
"G2901050","2005-2009",,,"Missouri","29","Laclede County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Laclede County, Missouri",35749,92600,"Laclede County, Missouri",1693,3958
"G2901070","2005-2009",,,"Missouri","29","Lafayette County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Missouri",47811,118000,"Lafayette County, Missouri",2572,5810
"G2901090","2005-2009",,,"Missouri","29","Lawrence County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Missouri",38232,93400,"Lawrence County, Missouri",2327,5936
"G2901110","2005-2009",,,"Missouri","29","Lewis County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Missouri",39344,79900,"Lewis County, Missouri",2214,4330
"G2901130","2005-2009",,,"Missouri","29","Lincoln County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Missouri",53295,150400,"Lincoln County, Missouri",2399,5385
"G2901150","2005-2009",,,"Missouri","29","Linn County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Linn County, Missouri",36767,67100,"Linn County, Missouri",2275,4706
"G2901170","2005-2009",,,"Missouri","29","Livingston County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Missouri",38462,94400,"Livingston County, Missouri",1480,6658
"G2901190","2005-2009",,,"Missouri","29","McDonald County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"McDonald County, Missouri",36498,85200,"McDonald County, Missouri",2285,4517
